,Epoch Duration,Validation Loss
0,91.25573754310608,0.3663249575251701
1,89.24750804901123,0.2762068857482616
2,90.66506123542786,0.26718536213340377
3,89.85214424133301,0.5418111835950173
4,90.82868933677673,0.2799502513152641
5,88.5885317325592,0.26644391589516764
6,88.78780770301819,0.28092181766593216
7,89.80930137634277,0.28353653428138503
8,89.1898992061615,0.27531315604312306
9,88.78643727302551,0.41601988959232433
10,89.86977910995483,0.4604167693013313
11,89.3927481174469,0.27063346025127694
12,90.02021884918213,0.5014221274212702
